"no_of_taxa","individuals_per_taxa","effective_population_size","species_birth_rate","tree_wide_sub_rate","no_of_sites","exponential_growth_rate","ado","amplification_error","sequencing_errors","Replicate","scSEQ_score","hapcon_seq_score","vcfbulk_seq_score"
11,8,39447,6.55511192814447e-05,5.90663494196558e-07,95645,0.000995545855286298,0.103720250325743,0.0378487294510892,0.0257947251238511,"r5",0,0.181194310295031,0.147116927672869
6,4,51839,3.88425612706458e-05,1.80279631713644e-06,41717,0.000181928372151311,0.0356638266195077,0.097594333975187,0.041648562844377,"r5",0,0.470047680222583,0
9,4,25631,9.21885216398398e-05,7.87064343416906e-06,21601,0.000921434626859229,0.106553991745925,0.0765177498181746,0.00933013321092585,"r5",0,0.234291198738313,0.144415288284277
9,7,65168,3.09550084279967e-05,6.75435359448082e-06,21179,0.000352888403201418,0.151017766162055,0.0454290458334971,0.0352590023740777,"r5",0.00673784030102456,0.59577628492178,0.323259086589161
8,5,82052,7.11570764226373e-05,8.76855063842696e-06,14757,0.000793959325086733,0.00522357368213125,0.0479531884049787,0.045738891746325,"r5",0,0.366168151932431,0.366168151932431
10,6,40729,1.04688477537711e-05,7.19893875363194e-06,17464,0.00085756144874465,0.085241670352174,0.0783350539510394,0.00819443921936909,"r5",0,0.242912942859169,0.159933231498483
7,8,35166,9.92744007588248e-05,9.92987163472825e-06,73810,0.000393763289884129,0.180783196624368,0.0693931265877956,0.044755551817012,"r5",0,0.463974928931171,0.384045678761402
11,7,17002,2.22023838244262e-05,7.21202302631693e-06,46533,0.000947597313715785,0.0470054964509327,0.0910703152657871,0.0369356358596706,"r5",0.0240138446838851,0,0
9,5,66949,9.04204082890996e-05,6.61937628394297e-06,31893,0.000643134902776161,0.184726300433744,0.00699831002480583,0.012044513001747,"r5",0,0.596183805231605,0.596183805231605
10,8,50924,1.27691647223081e-05,5.86915044120585e-06,41997,0.000831635709529359,0.0921970506764483,0.00226047972052125,0.0269457212280831,"r5",0.0115817719086685,0,0
10,7,55687,5.04064259500126e-05,4.56981576735851e-06,39738,0.000731382486238855,0.0828166753586847,0.0878990061082412,0.0444719053353183,"r5",0.0371290781135444,0.293033200667231,0.328315843545977
6,5,45767,9.71945061194827e-05,8.4005332373945e-06,66828,0.000565337633575231,0.00905568800028414,0.0708036690864107,0.0293101194753544,"r5",0,0.558755960027823,0.514401820125203
6,7,36808,7.03263389402768e-05,1.5668241201147e-06,51085,0.000492392546701373,0.0662513893684372,0.0587852107155614,0.0273320941957645,"r5",0,0.308181620264318,0
11,4,84575,1.10474089017138e-05,6.05959324373633e-06,38802,2.94647773956764e-05,0.174880622707307,0.0823204665492778,0.00664025653665885,"r5",0,0.148114877785894,0.171059003116597
8,6,56212,8.45904692614335e-05,2.92658856997601e-06,82102,0.00047956094790739,0.193489368660841,0.0262892454935459,0.00306078775704373,"r5",0,0.212673272368728,0.292389321546566
7,4,20259,6.47858059757738e-05,8.68812760983161e-06,83733,0.000277181164357543,0.0102387256948277,0.0184870292727009,0.0255422682986245,"r5",0,0.375219317204514,0.375219317204514
10,5,93163,1.34920333846007e-05,9.96613489718972e-06,33620,0.000853981554488395,0.0650348573862575,0.0134771752680966,0.000956791641481686,"r5",0.0315544255990425,0.228384342102704,0.332320695342899
11,6,97827,9.15685689339647e-05,8.84834797754011e-07,71792,0.000345129335079575,0.0552331417840905,0.00255563915986568,0.0123481834738632,"r5",0.0484863911703705,0.587469661014836,0.473997140827485
6,6,10491,1.1560849511181e-05,2.61391967994822e-06,52301,0.000844523199913476,0.172139716951177,0.0208876933679834,0.0393927374064224,"r5",0,0,0
11,8,66657,4.32294144535321e-05,5.01755601670994e-06,51442,3.8879179440334e-05,0.118022416348336,0.0989087644709158,0.0405908076512278,"r5",0.0225223467106244,0.521003436989868,0.318761550917891
7,6,76468,8.09887485275394e-05,6.38088790632563e-06,33927,0.000849977612302848,0.0144040722099599,0.0340503752344009,0.0428918223766377,"r5",0,0.23186719448805,0.371360062807747
12,6,60828,2.62481663846644e-05,7.71336273619183e-06,32476,0.00056967942618049,0.181355280524585,0.0770362246528757,0.0461043284789193,"r5",0.0193687888362264,0.251618497731313,0.312058015676449
8,5,55140,9.81286243141512e-05,2.87526088570968e-06,68829,0.000263936862999643,0.110410513740964,0.0329831066883239,0.000311456620809622,"r5",0.0231865076230959,0.460972344425296,0
7,7,35557,7.52328750586254e-05,7.17252722028853e-07,46440,0.00011271636918803,0.0751543545625173,0.0921785974190012,0.0397180871632299,"r5",0.011525692281552,0.742720125615494,0.481680656580654
8,6,72406,7.22553831306985e-05,1.1231048237906e-06,99503,0.000230351291654352,0.0299359243770596,0.0406610326587129,0.0414999377517379,"r5",0,0.419826088145993,0.309198072037123
12,5,24064,1.82274557639263e-05,5.66296378245826e-06,29371,7.98490907472908e-05,0.00615238447231241,0.0624888341594138,0.000539857990166638,"r5",0,0.191690720282563,0.191690720282563
10,4,86338,8.11710961529403e-05,2.73300432666639e-06,86842,3.342259617073e-05,0.0599488729364239,0.00461113419595058,0.0491491386233829,"r5",0,0.652887036539733,0.652887036539733
10,4,83605,9.27131859860383e-05,8.59432911843041e-06,96185,0.00088560565650597,0.0548574696427677,0.0372009209341102,0.0479077896625386,"r5",0,0.38708293608329,0.508760681965501
9,8,93275,3.00362938915845e-05,8.90278541745308e-06,38152,0.000366484108438087,0.113209620247129,0.0887121314120351,0.0496816459967522,"r5",0.0318656595200002,0.385207788108942,0.385207788108942
9,8,63174,3.05561639194028e-05,6.24304086187609e-06,10114,9.48471152141923e-05,0.163289280297002,0.0613262735141791,0.0236241534529254,"r5",0.00716480809324452,0.353064612645702,0.353064612645702
11,6,32926,3.81974910723046e-05,2.20397092054879e-06,89857,0.000331062860639987,0.157611882150639,0.0121306454440078,0.00878812259278493,"r5",0.00662381220814199,0.405676138961634,0.342225213070157
12,6,41940,2.4676291071414e-05,8.96606081300982e-06,12477,0.000962785428598896,0.18235446814727,0.0591534992514981,0.0321821372463019,"r5",0.00564686569582239,0.480394624190309,0.322543292409933
9,7,81602,1.21122315326938e-05,8.47113696485193e-06,99871,0.000300854920703929,0.0283460895211902,0.016967341952381,0.0264836512375041,"r5",0,0.349019195161299,0.374219376347504
7,6,72000,6.70987087170477e-05,1.40594770078011e-06,62244,0.000774031943358062,0.137572052806383,0.0652126254136837,0.0177453552095685,"r5",0,0.790836915898054,0.790836915898054
9,7,94615,3.45787766921101e-05,3.5486496780702e-06,35300,0.000521315227432526,0.0176784175336361,0.0867102638602199,0.0170503840839374,"r5",0,0.371128900895559,0.290607250088156
11,6,14332,2.09433169434429e-05,9.23049036314508e-06,24946,0.000188501155884808,0.0462114958732855,0.0505532497734588,0.0463184185419232,"r5",0,0.0889046103511278,0.0889046103511278
7,5,56551,1.77192795847659e-05,2.38464228032533e-06,49275,0.000603826363894017,0.0387536721786018,0.0850797914397065,0.0166883571331855,"r5",0,0.25255408270619,0.25255408270619
6,8,61278,3.59923898348818e-05,5.53167481334313e-06,37484,0.000751466580747499,0.104290217379108,0.0269356732759392,0.00580092386639444,"r5",0,0.308181620264318,0.308181620264318
11,6,69548,3.71652774565155e-05,8.01777386362607e-06,19362,0.000407067313332681,0.0330449219376314,0.0820737428078498,0.0339624629816972,"r5",0.0118216813500788,0.424884522394183,0.348908739998014
9,5,30225,7.1715985156619e-05,7.5589280645128e-06,69885,0.000703653508013312,0.0415529950661585,0.00655897252385388,0.0409691005009809,"r5",0,0.257648146730219,0
8,7,78940,7.70829584314837e-05,9.37170348014198e-06,59994,0.000118483358609839,0.0505697282527108,0.0387706146216649,0.035227551694843,"r5",0,0.168065567780453,0.168065567780453
10,5,20823,8.58223410996958e-05,2.15401931648449e-06,76450,0.0009574197921874,0.119448135231854,0.0930330309788801,0.0178940335402731,"r5",0,0.597986453104107,0.472381254315116
8,7,30336,2.50808237577439e-05,5.73415051988112e-06,74603,0.000292477759574831,0.105738046293613,0.0761146379503258,0.00485595999477664,"r5",0,0.444394084100279,0.444394084100279
10,5,63689,9.6047994287801e-05,2.28491505470189e-06,88983,0.000218882113819849,0.0981665377700701,0.00338889697263483,0.0434426736281603,"r5",0,0.604013156068495,0.63354139000205
8,5,31141,3.78066377350362e-05,9.48663398645981e-07,44725,0.00050435372590262,0.0236296303099953,0.0932626801618305,0.0252733437690185,"r5",0,0,0
7,8,74125,2.2131708851119e-05,2.98179862776049e-06,56461,0.000937835699845012,0.0363946096254513,0.0666205579965701,0.00834339795657434,"r5",0,0.364727302964932,0.472976459921637
6,7,47963,8.71919168811641e-05,7.28310261783634e-06,34419,0.000988329071744764,0.108125085233944,0.0574716833686736,0.0332412199523533,"r5",0,0,0.631913740180849
10,5,19648,4.84933841118356e-05,3.91002811548301e-06,58576,0.000967893840955582,0.139297275393736,0.00509106358791236,0.0198733282869798,"r5",0.0102965841189789,0.240288340551256,0
6,4,18398,7.8405335073825e-05,1.55819851772174e-06,64043,0.000589561043269793,0.0513179784112144,0.0973370999882626,0.0361953883667593,"r5",0,0.308181620264318,0.491528404008749
12,8,73568,9.8977732743416e-05,5.59569658341592e-06,10883,0.000980505919598241,0.152262352092657,0.0262313703698316,0.0214174442454823,"r5",0.00814198141622537,0.615331662926462,0.50883803691124
9,5,91289,1.88169458676479e-05,8.2652492421278e-06,98305,0.000679745774554228,0.0569966648439877,0.00408298162634601,0.00325935958791524,"r5",0.0542094824454536,0.702014877760281,0.504527337443555
8,7,17883,9.43631342291832e-05,3.64659421708703e-07,58016,5.0833993922302e-05,0.1981743599521,0.0237239123057283,0.0440589801835013,"r5",0.0113132786118461,0.299429946358792,0.299429946358792
11,8,33993,8.81917108692927e-05,4.63813390563299e-06,42856,0.000869107159034687,0.0260482970159501,0.0415703448237933,0.0152054270273657,"r5",0.0125913070285722,0.329499940699237,0.301485995451809
8,4,68719,2.76620895728818e-05,9.78481867610726e-06,70942,0.000321687263566989,0.0215853275682312,0.0104665103287064,0.00105036777403438,"r5",0,0.640318109337339,0.404674413862086
10,5,40283,2.95302369737532e-05,9.61062293655451e-06,95418,0.000225251207949873,0.116839677668642,0.0486514769723022,0.0485885397307575,"r5",0,0.486840681822986,0.360556240320082
10,5,86505,4.51026843502768e-05,1.238461339055e-06,65667,0.000211821751765569,0.17119110359461,0.0175621305348526,0.0234954682232346,"r5",0,0.51934422698695,0.392468168449295
11,6,81511,2.89545215042541e-05,7.9425331470311e-06,81861,0.000800041339541494,0.0437678168271668,0.0501671922809572,0.0238845196712646,"r5",0,0.521858065754207,0.534033136787532
9,7,62024,5.0881819372531e-05,9.57394145592168e-06,69417,0.000214943463465874,0.00181600840971805,0.0471340199444222,0.0215741038002307,"r5",0,0.785057366395131,0.55611327647981
9,7,62227,4.50510624003015e-05,3.65815826962852e-06,72806,0.000510933327631326,0.0490377732107881,0.0243458791615407,0.0358411949208239,"r5",0,0.573931492740771,0.567627714547236
11,5,23727,4.02032993903966e-05,3.03098784326332e-06,79059,0.000546307547512779,0.16907103272737,0.0441676325455483,0.00970181649754522,"r5",0,0.495074120036921,0.360198401650885
8,6,90313,5.28496240879991e-05,6.49241834661641e-06,39365,0.000788028192461166,0.10942501827213,0.0983685845142102,0.0306263018504833,"r5",0,0.33823999476226,0.397498674418951
6,5,77896,7.53690697410493e-05,6.01895440224848e-06,54384,0.000498221447208093,0.133111492392607,0.0128486715888965,0.00748910212912597,"r5",0,0,0
8,8,97719,8.21459364903974e-05,6.17469235286323e-06,37200,0.000433642141557182,0.135857476642588,0.0804021599376388,0.0296572436073329,"r5",0.0101602612430406,0.607086387946209,0.58402477759631
11,5,76769,4.19247718474478e-05,6.82632837955103e-06,97049,0.00043623794579563,0.0636520799740683,0.0225696547114977,0.012754483389901,"r5",0,0.303456558961343,0.303456558961343
10,7,68180,6.78030791989178e-05,3.15287568692791e-06,50160,0.000418862145975616,0.117432657853002,0.0673252009427222,0.0366265349707683,"r5",0,0.479118988143266,0.388588324370901
9,6,67686,5.24489015511354e-05,3.88811788674301e-06,68268,0.000108237041584577,0.195384686035803,0.0527531343082944,0.0300048266335507,"r5",0,0.48647947850388,0.41637482976376
11,4,80778,2.56008049948723e-05,7.35445487314222e-06,67910,0.00032538048991122,0.0126305435190443,0.0639588350424822,0.037732437531813,"r5",0.0234459469574367,0.67169352954688,0.44723134226353
7,6,22617,5.71083202114562e-05,7.10294713366735e-06,84651,0.00058296117374372,0.166361381064169,0.0145030203412648,0.0452585764551768,"r5",0.0429116795021082,0.25255408270619,0
9,4,99902,8.55128028596169e-05,7.33047815170614e-06,24572,0.000161678153634362,0.138914175885497,0.0433394911931583,0.0247084055981832,"r5",0,0.837130057741063,0.814898084819174
10,8,43323,6.87166066204314e-05,9.40071706026893e-06,94077,0.000463096702325065,0.0585916971028782,0.0655316774490126,0.0381799448655802,"r5",0.0310587177612613,0,0
8,7,74818,5.93332424795954e-05,2.59113936334208e-07,17770,0.000771213696543255,0.196257317821728,0.0677587899484218,0.0194890781465801,"r5",0,0.397498674418951,0.677777390671077
9,5,50021,7.27571827783831e-05,2.56354964201298e-06,59731,0.000145796461565839,0.0739252637110185,0.0365302437005425,0.00130885894194944,"r5",0,0.329639513796338,0
7,7,26279,8.85581624861923e-05,6.56095721016721e-06,94350,1.25000556513085e-05,0.0425654322106857,0.0156294369204517,0.0206279198665288,"r5",0.0226062690634558,0.25255408270619,0.25255408270619
7,6,16282,5.3992595155153e-05,3.96486086481817e-06,75212,0.00031117738898918,0.167293611961417,0.0353134527050832,0.0100225474371109,"r5",0,0.25255408270619,0.25255408270619
8,5,14755,9.74228416340426e-05,8.50765932807716e-06,30359,7.38326901162742e-05,0.0248228325413074,0.0402679487204773,0.0203206323518534,"r5",0,0.383758711172756,0.306545077920216
10,6,17219,8.88866270123981e-05,2.34085223286947e-06,47751,4.01430899486528e-05,0.178596683880314,0.0250269032112206,0.00922157668753061,"r5",0.020185850992415,0,0
8,7,16682,3.968844009405e-05,5.80723879751578e-06,36937,9.3164901095361e-05,0.0770120881192852,0.0962140130191401,0.00168814718013164,"r5",0,0,0
6,5,43140,2.04034528606338e-05,7.04723299795039e-06,24126,0.000388115676404559,0.168051107744686,0.0615533965838677,0.0326588187177549,"r5",0,0.749425660236495,0.749425660236495
9,6,10328,7.01823271044763e-05,5.06354309133602e-06,89508,0.00071943615811303,0.11212758652796,0.0905553151958482,0.00245043177588377,"r5",0,0,0
10,7,29656,6.73707886637305e-05,4.30739515526069e-07,43637,0.000814382142895169,0.158965197668877,0.0997483075698989,0.00470366225758335,"r5",0.0354198415805361,0.453253533458606,0.441560803316717
11,5,98644,8.39434380213963e-05,1.43672444188804e-06,23290,0.000401519092614204,0.0225456735466141,0.0188840733652154,0.0304712491692044,"r5",0.0186856738188424,0.597401385777535,0.682316643875941
11,7,28137,8.48372606361867e-05,6.91905515786994e-07,45758,0.000364536829336744,0.0891082612723112,0.0992196311613743,0.041155719984672,"r5",0.0353060362870391,0.659673596408682,0.24812558378991
6,6,95915,6.10407697126735e-05,1.6933148516888e-07,57569,0.0009455027979907,0.0340728226134088,0.0348218764691288,0.0315095981397899,"r5",0,0.634643277171626,0.343074842208707
10,6,71422,4.28383630491677e-05,9.10720820213293e-06,92453,0.000258400012964918,0.0404496355808806,0.073908567291497,0.0188678424446262,"r5",0.00936650416877503,0.499540360388519,0.270851044170856
12,4,65846,5.42524638329516e-05,5.360987981189e-06,53849,0.000762537964188936,0.0480554141094908,0.0746304865307349,0.0168145449977019,"r5",0,0.51262066209432,0.39316801237162
8,4,37409,7.45067346459488e-05,3.22809160847971e-06,51930,0.000120505531357334,0.00810450572567061,0.0683686336435273,0.00624659872829216,"r5",0,0.295233993452038,0.200881658981469
8,6,57685,4.72825475788675e-05,2.83691730149569e-06,36428,0.000880984189797623,0.0805565600323025,0.0102809900233289,0.0266376907600788,"r5",0,0.181293833661421,0
11,7,70759,7.9392032767192e-05,4.73732998042716e-06,55215,1.71274790460011e-05,0.0133951962084975,0.0524078087222204,0.0286065054270439,"r5",0.00499244888710552,0.501225028127365,0.382717425114514
7,6,31585,6.2380559664662e-05,6.28227527708282e-06,76911,0.000620670245246799,0.0830791543228552,0.0796283431213792,0.0278530019726022,"r5",0,0.364727302964932,0.224187178421862
6,7,90963,3.68808690774487e-05,3.70738365478907e-06,63902,0.000132477229328745,0.0845121484289412,0.0608050377833354,0.0341699571824283,"r5",0,0,0
11,4,86012,4.78033685429255e-05,1.35396433532747e-06,16143,0.000994142317783215,0.0319697821228765,0.0779720705883217,0.0374968882884132,"r5",0.0109571397340735,0.353526018012455,0.380111904849109
9,8,36116,6.63680817065062e-05,3.27749373501904e-06,17057,0.000485538754158292,0.129803938019555,0.0843350621745002,0.0148116636656923,"r5",0.00548254885425905,0.277691592482678,0.245308775221819
10,7,76019,7.33839188799146e-05,2.53802987698948e-06,27638,0.000953470085857972,0.000513255619211122,0.0200766764533939,0.0402986652588006,"r5",0,0.633150433360307,0.384786397591741
8,6,18851,2.26932628816809e-05,3.39647045784059e-06,38800,0.000424693534241046,0.122952896086266,0.0554515398237261,0.0139838174218312,"r5",0.011254631270035,0,0.168065567780453
8,6,65361,6.40723306202563e-05,2.07896920174871e-06,12133,0.00091686091078571,0.0165002372215968,0.0360587409353454,0.00259219600784127,"r5",0,0.664199570969102,0.456353434245408
9,4,10936,7.1577798103774e-05,8.22021816357458e-06,50622,0.000163467185837054,0.0152718309515622,0.0491782255175954,0.00213087090855697,"r5",0,0.184184739668591,0.184184739668591
9,6,23182,2.14038832483231e-05,5.97597008061808e-06,77565,0.000359092297528021,0.126048216758994,0.0308823556324129,0.0163478161310195,"r5",0,0,0
8,5,41300,3.13542673275108e-05,4.311023357372e-06,20545,0.000895090690918511,0.132330526038539,0.0797260945866606,0.0474772266090149,"r5",0,0.194433591419366,0.194433591419366
11,4,88459,5.3310725930694e-05,3.763529816393e-06,35740,0.000288999923060101,0.0200214198443573,0.0111942624670442,0.0102517347786925,"r5",0,0.457887493653003,0.444484349257389
9,7,92333,4.55752766510821e-05,6.11446310668091e-06,59197,0.000655626479186839,0.150741107769776,0.0294448741679837,0.0475525687900372,"r5",0,0.544407001738703,0.570161358873531
8,5,75526,9.98823240530444e-05,8.72336161384035e-06,14986,0.000598631117321516,0.136283947563497,0.054948771663768,0.0135734171561198,"r5",0,0.743236411675014,0.743236411675014
11,7,48499,4.09673593354179e-05,8.41062000780498e-06,73219,0.000412214884228562,0.0681098901215009,0.0567977403711923,0.0173057943542371,"r5",0,0.349221925420894,0.274688884765968
12,7,21688,9.47280736168497e-05,5.65404906611252e-06,53228,0.00087490315320869,0.0530942530140746,0.0791151873487001,0.00279123921552673,"r5",0.0184331676738541,0.526164985147889,0.379606060856259
9,5,88134,6.92975504503935e-05,7.97736797199515e-07,14440,0.000675546111776144,0.093834066094365,0.0712994364107121,0.0387575895889313,"r5",0.03186625942436,0.590255339214178,0.531291083957308
8,6,51135,3.53274812743533e-05,7.51731743567722e-06,98186,0.000757477092939301,0.0793695450234227,0.0301932394258084,0.0250360706822248,"r5",0,0.352766319646335,0.295233993452038
9,6,19377,7.40755911638378e-05,3.31839612381979e-06,76012,0.000480530714463862,0.076929467869224,0.0953865690995159,0.0364927447286318,"r5",0,0.302456457311342,0.171022285410915
10,7,21885,8.01257576404023e-05,1.10007208894873e-06,48889,0.000382935399922752,0.0878710960126482,0.0274124794931943,0.0329353582470794,"r5",0,0.441355905083515,0.332539263176482
12,8,92715,5.81865506095579e-05,9.65160435902183e-06,75656,0.000643753882535128,0.0959740399301518,0.0776243358903588,0.0182572490280145,"r5",0,0.583931430919486,0.450601884493577
10,7,62947,1.57668382210773e-05,7.65537393445738e-06,44160,0.000913740186118311,0.164974081843393,0.0968237418627681,0.018084952739533,"r5",0,0.242063785928066,0.242063785928066
7,5,38675,6.14402755070129e-05,9.78592766673653e-07,40741,0.000459485920656507,0.1218149674288,0.0570807757384237,0.0112335999043426,"r5",0,0.644474016032332,0.790836915898054
7,8,53348,7.67693567932118e-05,8.30185294152862e-06,61730,0.000823934366881161,0.0184249533715192,0.0936157196190301,0.045188557979418,"r5",0,0.371360062807747,0.371360062807747
11,6,98915,7.38468459530617e-05,1.19251407813842e-06,94785,0.000934148181898077,0.190613371040905,0.00623604734461405,0.0262250964410487,"r5",0,0.681606827155421,0.606813362882856
7,6,12040,5.63557256998494e-05,7.83874738731909e-06,11211,0.000648559056631604,0.0278653360086028,0.0318416938150523,0.00518383929261472,"r5",0,0,0
7,7,84936,6.50853615943343e-05,2.25460152738193e-06,78148,9.99931829155888e-05,0.0972442270719912,0.0631506851852289,0.0384606830709963,"r5",0,0.680516322125147,0.630150437983092
7,5,91696,2.36495480965707e-05,4.41354279976668e-06,48662,0.000346993918268068,0.140836133672856,0.032459736441297,0.0152514777943143,"r5",0,0.551563448952365,0.345464649786158
7,7,27208,8.36401016133954e-05,9.70093814262505e-06,85751,0.000699563886747905,0.123105864976766,0.0679655010492541,0.0446713051617262,"r5",0,0.439390228693623,0.439390228693623
11,5,38901,3.33520295204246e-05,2.4327177012936e-06,64861,0.000837423398289247,0.0995083081335761,0.00989428416348062,0.00558618562325137,"r5",0.00809524310058964,0.395932164291145,0.315654747588801
8,7,52708,1.25099916741601e-05,5.35406660609699e-06,92819,0.000661972502216918,0.155897146211006,0.070405283909631,0.0436648141992628,"r5",0,0.291555895484225,0.291555895484225
10,6,26741,2.68774106834433e-05,2.50258728600736e-06,31038,0.000516233653070335,0.0744620112520643,0.00802233796495362,0.00372471125837183,"r5",0.00700090070300713,0.393713537679209,0.400286524387388
9,7,61607,6.19002582622226e-05,1.27802037959266e-07,82529,0.000238137044251524,0.102623403938487,0.0140808882376796,0.00684517238329863,"r5",0.0156449925255721,0.464445719645207,0.377356448943169
7,8,12891,6.80526934974478e-05,4.68628837984094e-06,83891,0.000340055994561675,0.0577524614243302,0.0420487639023212,0.0145302064714488,"r5",0,0.384045678761402,0.224187178421862
7,5,93861,7.59397970959661e-05,9.28383177054861e-06,54963,0.000127878050929797,0.145689802539535,0.00936009462241316,0.010534548476804,"r5",0,0.630150437983092,0.384045678761402
9,5,69363,8.99695755053195e-05,7.75920270592438e-06,81393,0.000687414595255407,0.1866796858171,0.0913574805210356,0.0275196953163249,"r5",0,0.459468951279873,0.397254794798004
7,6,49438,4.36983209249447e-05,1.89108165204802e-06,96572,0.000785590060507855,0.162017569542397,0.00878060246766196,0.0497829915864277,"r5",0,0.850572815198539,0.269956546514537
9,8,13832,2.61404437933932e-05,4.78874949223994e-06,86356,0.000506940256732388,0.0379937233224046,0.0469579504522344,0.012711602641677,"r5",0,0,0
7,7,53089,5.98891537089017e-05,4.54041569941421e-06,27371,0.000691790333125042,0.185625518386252,0.0863586767372792,0.0225650297130342,"r5",0,0.439390228693623,0.439390228693623
11,6,79766,6.62237445591949e-05,8.17823368578672e-06,16446,0.000149605537456984,0.115705534938956,0.0517957111050736,0.0421035967600183,"r5",0,0.437528473874287,0.526821518985911
7,5,57185,9.35379143874045e-05,6.96713851442882e-06,19596,0.000610327504594473,0.0327606003354304,0.0179806551384437,0.0134042423625942,"r5",0,0.380065892841669,0.439390228693623
11,8,44127,9.58910512115806e-05,6.66528341250267e-06,47925,8.5542461215856e-05,0.0603066149346996,0.0306021504272765,0.0423624509361689,"r5",0,0.453021778386797,0.163210521310655
8,8,89902,3.37202500689426e-05,9.51490075040686e-06,27022,0.00083280548165919,0.0305934217053,0.0217269488394656,0.0162371885204921,"r5",0,0.664353788559518,0.439751457192376
10,5,36039,1.02240755783394e-05,1.48985253075534e-06,22214,0.000203246113723493,0.143554446644383,0.0333592859050853,0.0299811743077589,"r5",0,0.256734197718949,0.256734197718949
11,7,54444,4.77402681984939e-05,6.41772333414698e-06,97451,0.000172243305677234,0.148273621158209,0.0399958347895567,0.0229862288078293,"r6",0,0.232362509619133,0.319345584748698
9,7,96394,8.94418031473295e-05,6.85879426602698e-06,67454,0.000974667292317015,0.0819928257870488,0.0733403651109117,0.0240465652418789,"r6",0,0.245308775221819,0.521352179362261
9,5,33768,6.02123794652638e-05,5.13035542650297e-06,20160,0.000282968375781667,0.0949041459590662,0.0194426559026726,0.0336591532103485,"r6",0,0.369320251598778,0.369320251598778
7,5,38005,5.10942345946212e-05,1.2973180254846e-06,63008,0.000244737879161723,0.00200447245314717,0.0731420897400728,0.0431413608525181,"r6",0,0.364727302964932,0.544882708202218
7,8,54720,3.40775399697945e-05,3.17434786335769e-06,80866,0.000907206453295553,0.114439064123435,0.0497089696313161,0.0343930386116845,"r6",0,0.23186719448805,0.25255408270619
10,7,25239,4.68797704317607e-05,1.7010931278512e-06,78784,0.000201895855955139,0.0392972082928754,0.091788140466921,0.00418542128102854,"r6",0,0.483899510513106,0.31931190409463
11,6,96731,1.73919148659916e-05,9.8539135786743e-06,87001,0.000331986723393609,0.124604357463075,0.0163315249136963,0.0131983702814905,"r6",0,0.406848369202732,0.333686609946174
7,8,52282,2.31952599612181e-05,5.80230324938421e-06,72115,0.000257054911229585,0.147580333563499,0.0279473824920109,0.00984404272510437,"r6",0,0.25255408270619,0.25255408270619
9,4,47077,5.49086926681921e-05,7.96047819581496e-06,66642,6.20777975433855e-05,0.128321499601007,0.0286574677437916,0.0107694278018316,"r6",0,0.525353328657147,0.462343775213325
10,7,50188,4.40880615350208e-05,2.69732693242532e-06,71226,0.000537224378567957,0.156981579641812,0.00758987024179194,0.0387366351485834,"r6",0,0.318742368999368,0.212006698654797
7,7,15381,4.91946993105812e-05,4.88761691334877e-06,56169,0.000472574864918948,0.187126453626668,0.0534025938276527,0.0470506133926101,"r6",0,0.342187788260957,0.342187788260957
11,8,15447,9.52930621147389e-05,4.27011352895346e-06,70417,0.000527979108773812,0.14646559652756,0.0949692426152644,0.0348404833684908,"r6",0,0.20847329325266,0.126340692017631
8,5,77425,7.62422687696293e-05,8.33519711241091e-07,25950,0.000711228556152433,0.199290599395288,0.0382649047853472,0.0186155869305949,"r6",0.0252876481363921,0.757647881836466,0.621123343555142
8,6,70449,5.79912364439806e-05,6.93317338809272e-06,87976,0.000578884211813041,0.011367503160378,0.0883919786230521,0.0371394769303734,"r6",0.0309380725025688,0.168065567780453,0.168065567780453
12,4,34391,2.88850899712998e-05,3.58949528131313e-06,47333,0.000671871223240125,0.0901402288572863,0.0601601997260039,0.0417676420254284,"r6",0,0,0.103541961676717
7,5,12641,2.84453144285362e-05,8.10339042952019e-06,28290,0.000550176868635765,0.00766210262849927,0.0702901060505619,0.0425887265671627,"r6",0,0.371360062807747,0.216781933149046
12,7,89320,8.24665984449093e-05,4.72229271349369e-07,85155,0.000555763777929137,0.0966307053349447,0.0899203008224291,0.0211066370897461,"r6",0,0.609803626516726,0.409453876581832
6,4,39975,3.17924647698645e-05,6.1893806618019e-07,13272,0.000606980299759982,0.125493166506058,0.0231618212654581,0.0042594995534746,"r6",0.0261383648525838,0.558755960027823,0
6,6,53808,3.50544401663472e-05,3.54503681708721e-07,74018,0.000154877406342898,0.100137562365271,0.0660107421618211,0.0313416537060984,"r6",0.0143706452278675,0.323732119916531,0.343074842208707
9,7,46032,6.35108235841966e-05,1.62027730042018e-06,90365,5.90282724859193e-05,0.1312444181873,0.0872286500454508,0.0282570839548134,"r6",0,0.36312857724103,0.133276304198401
11,7,28572,6.26565379068954e-05,1.98942470632191e-06,91690,7.47572946886532e-05,0.192922109548701,0.0720826125921623,0.0231756849557278,"r6",0,0.278908166224294,0.236536069923613
7,5,82539,5.00306173585355e-05,5.26720940352163e-06,57212,0.000804767414098652,0.159311763506383,0.0149003832120576,0.0244726075178478,"r6",0,0.651344047578358,0.651344047578358
8,6,99110,9.10025604102178e-05,5.47105384548562e-06,12871,2.40864331240999e-05,0.0728114298584405,0.0838003400618164,0.0112503643935779,"r6",0,0.181293833661421,0.181293833661421
